Synthesizable,material_id,formula,crystal_system,Space Group Symbol,Space Group Number,Sites,energy_above_hull,formation_energy,predicted_stable,Volume,density,band_gap,Is Gap Direct,is_metal,Magnetic Ordering,Total Magnetization,"Bulk Modulus, Voigt","Bulk Modulus, Reuss","Bulk Modulus, VRH","Shear Modulus, Voigt","Shear Modulus, Reuss","Shear Modulus, VRH",Elastic Anisotropy,Weighted Surface Energy,Surface Anisotropy,Shape Factor,Work Function,Piezoelectric Modulus,Total Dielectric Constant,Ionic Dielectric Constant,Static Dielectric Constant
True,mp-1175344,Li7Mn5O12,Triclinic,P-1,2,24,0.048051596874988,-2.121939750124521,False,222.3887261621292,3.847434270281656,0.6739,False,False,FM,18.0006193,,,,,,,,,,,,,,,
True,mp-1175347,Li7Mn5O12,Monoclinic,C2/m,12,48,0.042277403333321,-2.127713943666188,False,443.9732042127391,3.854403816454055,0.0,False,True,FiM,0.000704099999999,,,,,,,,,,,,,,,
True,mp-1175349,Li7Mn5O12,Triclinic,P-1,2,24,0.023992494374987,-2.145998852624522,False,222.24079822210277,3.84999519982539,1.0023,False,False,FiM,1.9999593,,,,,,,,,,,,,,,
True,mp-1175354,Li7Mn5O12,Monoclinic,C2/m,12,48,0.022280214999988,-2.147711131999521,False,444.19885984222384,3.852445756679207,1.248799999999999,False,False,FiM,28.0019253,,,,,,,,,,,,,,,
True,mp-1175357,Li7Mn5O12,Monoclinic,P2/m,10,48,0.046396769583322,-2.123594577416188,False,442.0493748517322,3.871178447644877,1.2066,False,False,FiM,27.9362827,,,,,,,,,,,,,,,
True,mp-1175359,Li7Mn5O12,Monoclinic,C2/m,12,48,0.043944646666655,-2.126046700332855,False,442.8107535220103,3.864522257217174,0.9062,False,False,AFM,0.0001512,,,,,,,,,,,,,,,
True,mp-1175362,Li7Mn5O12,Monoclinic,C2/m,12,24,0.045322713124988,-2.124668633874521,False,221.9554611421389,3.854944599955218,0.9306,False,False,FM,18.0003445,,,,,,,,,,,,,,,
True,mp-1175363,Li7Mn5O12,Monoclinic,P2/m,10,48,0.025763791874989,-2.144227555124521,False,439.9998350078462,3.88921057820488,0.877699999999999,False,False,AFM,0.0011373,,,,,,,,,,,,,,,
True,mp-1175365,Li7Mn5O12,Monoclinic,C2/m,12,24,0.045129759374987,-2.124861587624522,False,221.16481545027227,3.868725704034245,0.0,False,True,FiM,2.0029351,,,,,,,,,,,,,,,
True,mp-1232439,Li7Mn5O12,Triclinic,P-1,2,24,0.032661624374988,-2.137329722624522,False,220.40573840188867,3.882049589835573,0.083099999999999,False,False,FiM,4.0000724,,,,,,,,,,,,,,,
True,mp-1638910,Li7Mn5O12,Monoclinic,C2/m,12,48,0.040605801041654,-2.129385545957855,False,445.8930025125911,3.837808629151104,1.3117,False,False,FiM,27.9337184,,,,,,,,,,,,,,,
